time,PT1: HP,PT2: FUEL,PT3: OX,PT4: ENG?, PT5,PT6,PT7,PT8
18:52:06:920,784,405,386,2835,19128,11275,10876,2835
18:52:07:045,781,403,393,2845,19065,11244,11019,2845
18:52:07:233,778,411,399,2839,19006,11415,11161,2839
18:52:07:358,775,418,406,2832,18951,11552,11304,2832
18:52:07:515,772,424,413,2836,18894,11693,11452,2836
18:52:07:640,770,431,420,2843,18838,11832,11602,2843
18:52:07:828,767,438,427,2835,18782,11977,11744,2835
18:52:07:953,765,444,434,2845,18730,12112,11897,2845
18:52:08:141,762,451,441,2842,18675,12256,12037,2842
18:52:08:264,759,457,447,2842,18622,12387,12179,2842
18:52:08:420,757,464,454,2836,18574,12527,12318,2836
18:52:08:544,754,470,460,2836,18515,12656,12460,2836
18:52:08:732,752,476,467,2838,18462,12784,12589,2838
18:52:08:857,749,482,473,2841,18412,12920,12721,2841
18:52:09:043,747,488,479,2833,18360,13045,12847,2833
18:52:09:169,745,494,485,2844,18310,13167,12978,2844
18:52:09:324,743,500,490,2837,18268,13288,13098,2837
18:52:09:449,740,505,496,2840,18217,13402,13215,2840
18:52:09:636,738,393,498,2836,18172,11038,13250,2836
18:52:09:761,735,475,497,2838,18118,12771,13234,2838
18:52:09:917,733,507,500,2837,18072,13435,13307,2837
18:52:10:042,731,394,404,2840,18020,11044,11268,2840
18:52:10:242,729,413,299,2834,17973,11443,9025,2834
18:52:10:344,726,411,299,2839,17922,11415,9032,2839
18:52:10:501,724,410,314,2837,17871,11380,9352,2837
18:52:10:633,721,408,329,2835,17815,11354,9667,2835
18:52:10:803,719,407,342,2839,17764,11321,9943,2839
18:52:10:934,716,406,352,2841,17717,11299,10148,2841
18:52:11:102,714,404,360,2835,17665,11266,10314,2835
18:52:11:234,712,403,365,2836,17615,11245,10439,2836
18:52:11:402,709,402,372,2841,17569,11215,10571,2841
18:52:11:534,707,401,378,2845,17519,11190,10704,2845
18:52:11:702,704,400,384,2836,17465,11168,10835,2836
18:52:11:834,702,398,391,2842,17421,11142,10973,2842
18:52:12:004,700,406,397,2839,17372,11310,11099,2839
18:52:12:133,698,412,402,2840,17335,11428,11225,2840
18:52:12:303,695,418,408,2842,17277,11560,11350,2842
18:52:12:434,694,424,414,2840,17245,11679,11481,2840
18:52:12:603,691,430,420,2838,17194,11803,11605,2838
18:52:12:733,689,435,427,2837,17140,11927,11739,2837
18:52:12:905,687,441,432,2840,17097,12043,11861,2840
18:52:13:033,685,447,438,2840,17056,12166,11981,2840
18:52:13:202,683,452,444,2838,17018,12285,12105,2838
18:52:13:333,681,458,450,2832,16977,12400,12230,2832
18:52:13:503,679,463,455,2834,16935,12520,12336,2834
18:52:13:632,677,468,460,2846,16893,12622,12455,2846
18:52:13:802,675,474,465,2838,16854,12740,12561,2838
18:52:13:932,673,479,471,2832,16813,12844,12679,2832
18:52:14:104,672,484,475,2838,16776,12950,12776,2838
18:52:14:233,670,489,481,2841,16739,13055,12887,2841
18:52:14:402,668,493,485,2835,16696,13150,12988,2835
18:52:14:532,666,498,490,2838,16660,13249,13086,2838
18:52:14:704,665,502,494,2842,16628,13336,13183,2842
18:52:14:833,663,506,499,2839,16595,13419,13277,2839
18:52:15:007,661,375,426,2840,16557,10641,11734,2840
18:52:15:133,659,409,311,2834,16511,11370,9280,2834
18:52:15:304,657,408,297,2839,16463,11338,8978,2839
18:52:15:433,655,406,311,2844,16431,11311,9277,2844
18:52:15:604,653,405,325,2840,16384,11293,9578,2840
18:52:15:732,651,404,337,2839,16334,11265,9838,2839
18:52:15:904,649,403,347,2838,16298,11240,10050,2838
18:52:16:033,647,402,354,2834,16253,11217,10199,2834
18:52:16:206,645,401,360,2839,16209,11192,10331,2839
18:52:16:333,643,400,366,2834,16168,11170,10444,2834
18:52:16:505,640,398,371,2839,16122,11145,10565,2839
18:52:16:633,639,398,377,2839,16085,11125,10675,2839
18:52:16:804,637,396,382,2832,16047,11102,10792,2832
18:52:16:934,635,396,388,2837,16007,11085,10915,2837
18:52:17:108,633,401,393,2838,15965,11200,11023,2838
18:52:17:234,631,406,399,2842,15924,11311,11143,2842
18:52:17:407,629,411,404,2836,15889,11417,11251,2836
18:52:17:533,628,416,409,2836,15857,11527,11358,2836
18:52:17:707,626,422,414,2843,15816,11639,11475,2843
18:52:17:832,624,427,419,2836,15778,11741,11574,2836
18:52:18:006,622,432,425,2828,15738,11849,11698,2828
18:52:18:133,621,436,430,2837,15710,11951,11803,2837
18:52:18:308,619,441,434,2843,15675,12049,11899,2843
18:52:18:433,617,446,439,2844,15635,12148,12002,2844
18:52:18:607,616,451,443,2840,15602,12253,12096,2840
18:52:18:733,614,455,448,2841,15569,12340,12195,2841
18:52:18:904,613,460,453,2836,15541,12440,12291,2836
18:52:19:033,611,464,457,2834,15509,12527,12377,2834
18:52:19:208,610,468,461,2846,15480,12614,12471,2846
18:52:19:333,608,472,466,2835,15440,12713,12571,2835
18:52:19:507,607,476,469,2840,15419,12792,12652,2840
18:52:19:633,605,480,473,2841,15386,12874,12730,2841
18:52:19:809,604,484,477,2836,15362,12960,12820,2836
18:52:19:933,603,488,481,2837,15336,13035,12892,2837
18:52:20:109,602,491,485,2837,15305,13111,12976,2837
18:52:20:233,600,495,488,2838,15280,13186,13048,2838
18:52:20:408,599,498,492,2842,15254,13258,13129,2842
18:52:20:533,598,501,495,2838,15232,13316,13193,2838
18:52:20:707,597,504,498,2843,15206,13377,13253,2843
18:52:20:833,596,507,501,2841,15186,13445,13320,2841
18:52:21:007,595,508,503,2836,15164,13462,13359,2836
18:52:21:133,593,380,407,2837,15131,10754,11326,2837
18:52:21:307,592,402,299,2841,15103,11222,9016,2841
18:52:21:433,590,402,299,2835,15061,11211,9023,2835
18:52:21:608,588,400,312,2833,15018,11173,9303,2833
18:52:21:733,586,399,325,2836,14981,11161,9577,2836
18:52:21:910,585,398,336,2840,14952,11138,9817,2840
18:52:22:033,583,397,345,2840,14908,11124,10003,2840
18:52:22:211,581,396,351,2840,14876,11100,10140,2840
18:52:22:332,580,396,357,2843,14843,11088,10256,2843
18:52:22:509,578,395,362,2841,14805,11064,10357,2841
18:52:22:633,576,394,367,2845,14772,11045,10462,2845
18:52:22:811,574,393,371,2837,14730,11024,10555,2837
18:52:22:934,573,392,376,2842,14697,11005,10664,2842
18:52:23:111,571,391,381,2836,14669,10992,10768,2836
18:52:23:233,570,390,386,2836,14634,10974,10871,2836
18:52:23:409,568,397,391,2841,14606,11110,10973,2841
18:52:23:533,567,401,395,2843,14571,11206,11071,2843
18:52:23:711,565,405,400,2842,14539,11291,11165,2842
18:52:23:832,564,410,404,2843,14506,11393,11261,2843
18:52:24:010,562,414,409,2840,14479,11481,11356,2840
18:52:24:133,561,419,413,2839,14446,11572,11447,2839
18:52:24:311,560,423,417,2839,14423,11666,11534,2839
18:52:24:432,558,427,421,2839,14393,11742,11622,2839
18:52:24:611,557,431,425,2841,14362,11837,11700,2841
18:52:24:733,555,435,429,2843,14337,11912,11789,2843
18:52:24:910,554,439,433,2838,14310,11998,11871,2838
18:52:25:032,553,442,436,2838,14286,12072,11949,2838
18:52:25:212,552,446,440,2837,14264,12147,12034,2837
18:52:25:333,551,450,443,2836,14234,12227,12096,2836
18:52:25:511,550,453,447,2839,14213,12298,12176,2839
18:52:25:633,549,456,450,2838,14191,12369,12247,2838
18:52:25:813,548,459,454,2840,14174,12431,12315,2840
18:52:25:932,547,463,457,2837,14150,12503,12388,2837
18:52:26:109,545,465,459,2841,14122,12564,12439,2841
18:52:26:233,545,468,463,2841,14110,12628,12505,2841
18:52:26:411,543,471,465,2841,14079,12687,12566,2841
18:52:26:533,543,474,468,2839,14069,12744,12629,2839
18:52:26:712,542,477,471,2837,14050,12799,12675,2837
18:52:26:832,541,479,473,2842,14030,12856,12737,2842
18:52:27:010,540,481,476,2841,14019,12903,12783,2841
18:52:27:132,540,484,478,2840,14002,12959,12840,2840
18:52:27:312,539,486,480,2834,13981,12998,12886,2834
18:52:27:433,538,488,483,2843,13970,13047,12937,2843
18:52:27:610,537,490,485,2841,13956,13092,12981,2841
18:52:27:733,537,492,487,2835,13942,13132,13019,2835
18:52:27:912,536,494,489,2844,13932,13175,13061,2844
18:52:28:032,535,496,491,2843,13910,13209,13099,2843
18:52:28:212,535,498,492,2838,13907,13244,13140,2838
18:52:28:333,535,499,494,2842,13897,13278,13168,2842
18:52:28:512,534,501,496,2840,13880,13311,13207,2840
18:52:28:633,533,502,497,2837,13874,13337,13237,2837
18:52:28:813,533,503,498,2842,13863,13364,13257,2842
18:52:28:933,533,504,499,2842,13860,13386,13282,2842
18:52:29:112,532,505,501,2842,13849,13410,13321,2842
18:52:29:232,532,506,502,2843,13839,13434,13334,2843
18:52:29:413,532,507,503,2844,13834,13448,13355,2844
18:52:29:532,531,507,503,2841,13829,13448,13362,2841
18:52:29:711,531,507,503,2844,13821,13455,13368,2844
18:52:29:832,531,508,503,2842,13813,13460,13371,2842
18:52:30:013,530,508,504,2842,13805,13465,13377,2842
18:52:30:132,530,508,504,2843,13798,13461,13379,2843
18:52:30:314,530,508,504,2841,13798,13462,13383,2841
18:52:30:431,530,507,504,2836,13794,13455,13376,2836
18:52:30:614,529,508,504,2835,13785,13458,13377,2835
18:52:30:732,529,508,503,2839,13776,13458,13371,2839
18:52:30:915,534,508,504,2838,13889,13461,13380,2838
18:52:31:032,539,508,504,2841,13995,13466,13389,2841
18:52:31:215,544,384,371,2837,14098,10830,10556,2837
18:52:31:332,548,392,285,2844,14175,11006,8727,2844
18:52:31:513,551,391,300,2837,14252,10997,9048,2837
18:52:31:632,555,391,315,2842,14336,10979,9365,2842
18:52:31:814,559,390,329,2836,14413,10966,9653,2836
18:52:31:932,563,389,339,2838,14492,10951,9868,2838
18:52:32:115,566,388,346,2842,14567,10930,10031,2842
18:52:32:232,570,388,352,2845,14642,10926,10160,2845
18:52:32:413,574,387,357,2838,14717,10909,10256,2838
18:52:32:531,577,387,362,2843,14791,10906,10361,2843
18:52:32:715,581,386,366,2837,14870,10891,10460,2837
18:52:32:833,584,386,371,2839,14944,10882,10567,2839
18:52:33:014,588,385,376,2832,15022,10863,10671,2832
18:52:33:132,591,387,381,2838,15089,10899,10778,2838
18:52:33:315,595,393,386,2836,15162,11021,10879,2836
18:52:33:432,598,397,391,2837,15239,11119,10982,2837
18:52:33:614,602,402,396,2831,15312,11225,11085,2831
18:52:33:732,605,408,401,2840,15377,11338,11189,2840
18:52:33:915,608,412,406,2840,15443,11441,11302,2840
18:52:34:042,612,417,411,2839,15517,11545,11406,2839
18:52:34:228,615,422,416,2836,15591,11653,11507,2836
18:52:34:352,618,427,421,2831,15657,11760,11614,2831
18:52:34:538,622,432,425,2838,15732,11857,11715,2838
18:52:34:664,625,437,431,2835,15798,11956,11825,2835
18:52:34:851,628,442,435,2844,15868,12065,11927,2844
18:52:34:975,632,447,440,2841,15937,12178,12027,2841
18:52:35:130,635,452,445,2847,16005,12277,12125,2847
18:52:35:254,638,457,449,2841,16074,12378,12223,2841
18:52:35:440,641,461,454,2839,16141,12478,12331,2839
18:52:35:566,644,466,459,2836,16206,12576,12428,2836
18:52:35:754,648,471,464,2838,16273,12672,12525,2838
18:52:35:876,651,475,468,2835,16346,12775,12623,2835
18:52:36:032,654,480,473,2837,16408,12883,12720,2837
18:52:36:157,658,485,477,2840,16483,12980,12815,2840
18:52:36:345,661,489,482,2836,16545,13072,12914,2836
18:52:36:471,664,494,486,2838,16610,13172,13004,2838
18:52:36:596,667,498,491,2836,16680,13261,13105,2836
18:52:36:735,670,503,495,2832,16741,13352,13193,2832
18:52:36:937,673,507,499,2838,16816,13437,13289,2838
18:52:37:060,676,508,502,2837,16875,13459,13349,2837
18:52:37:246,679,409,360,2840,16941,11363,10322,2840
18:52:37:372,682,407,293,2841,16987,11335,8889,2841
18:52:37:500,684,406,306,2839,17043,11314,9164,2839
18:52:37:640,687,405,318,2841,17101,11283,9430,2841
18:52:37:841,690,404,329,2839,17154,11261,9664,2839
18:52:37:965,692,403,339,2834,17202,11231,9877,2834
18:52:38:092,695,402,347,2844,17260,11212,10052,2844
18:52:38:245,697,401,354,2839,17313,11190,10189,2839
18:52:38:436,700,400,360,2838,17363,11168,10321,2838
18:52:38:561,702,398,366,2843,17414,11142,10456,2843
18:52:38:747,705,397,372,2840,17471,11123,10588,2840
18:52:38:870,707,396,379,2837,17526,11102,10719,2837
18:52:38:999,710,395,385,2838,17573,11081,10855,2838
18:52:39:138,712,401,391,2837,17628,11193,10989,2837
18:52:39:341,715,407,397,2844,17681,11324,11116,2844
18:52:39:467,717,413,404,2837,17737,11454,11249,2837
18:52:39:594,720,419,410,2834,17783,11582,11381,2834
18:52:39:733,722,425,416,2840,17840,11708,11508,2840
18:52:39:937,725,431,422,2844,17893,11845,11638,2844
18:52:40:064,727,437,428,2842,17933,11970,11768,2842
18:52:40:250,729,444,434,2845,17991,12103,11903,2845
18:52:40:376,732,450,441,2841,18042,12236,12036,2841
18:52:40:500,734,456,446,2845,18085,12358,12162,2845
18:52:40:638,737,462,452,2840,18141,12488,12289,2840
18:52:40:841,739,468,459,2834,18195,12611,12419,2834
18:52:40:969,741,473,464,2834,18242,12731,12537,2834
18:52:41:092,744,479,470,2841,18297,12858,12661,2841
18:52:41:249,746,485,476,2842,18348,12977,12787,2842
18:52:41:437,749,491,481,2839,18400,13107,12906,2839
18:52:41:562,751,496,487,2846,18448,13221,13026,2846
18:52:41:751,753,502,493,2835,18495,13343,13143,2835
18:52:41:878,756,507,498,2838,18549,13446,13254,2838
18:52:42:034,758,424,495,2845,18597,11677,13205,2845
18:52:42:160,761,500,494,2839,18647,13303,13171,2839
18:52:42:347,763,506,497,2836,18692,13428,13243,2836
18:52:42:471,765,350,457,2838,18743,10119,12389,2838
18:52:42:597,768,411,331,2839,18792,11415,9711,2839
18:52:42:737,770,410,294,2842,18834,11386,8915,2842
18:52:42:938,772,408,308,2842,18877,11357,9211,2842
18:52:43:062,774,407,321,2840,18920,11329,9489,2840
18:52:43:251,776,406,333,2840,18964,11302,9738,2840
18:52:43:376,778,404,342,2841,19010,11270,9944,2841
18:52:43:503,780,403,350,2843,19044,11248,10108,2843
18:52:43:640,782,402,357,2838,19090,11222,10262,2838
18:52:43:844,784,401,364,2840,19130,11200,10406,2840
18:52:43:970,786,400,371,2840,19173,11174,10556,2840
18:52:44:095,788,399,378,2833,19215,11148,10707,2833
18:52:44:233,789,398,385,2838,19252,11126,10861,2838
18:52:44:437,791,404,392,2846,19293,11265,11003,2846
18:52:44:560,793,411,399,2840,19337,11409,11146,2840
18:52:44:749,795,418,406,2841,19377,11554,11299,2841
18:52:44:874,797,424,413,2840,19421,11695,11449,2840
18:52:45:002,799,432,420,2835,19458,11847,11596,2835
18:52:45:140,801,438,427,2832,19498,11986,11748,2832
18:52:45:344,803,445,434,2836,19540,12126,11896,2836
18:52:45:471,805,452,441,2843,19576,12273,12047,2843
18:52:45:597,807,458,448,2841,19627,12412,12187,2841
18:52:45:737,809,465,454,2843,19663,12562,12331,2843
18:52:45:938,811,472,461,2837,19702,12702,12471,2837
18:52:46:064,813,478,468,2836,19747,12838,12614,2836
18:52:46:253,815,485,474,2842,19782,12988,12754,2842
18:52:46:378,817,492,481,2839,19825,13120,12893,2839
18:52:46:535,819,498,487,2839,19868,13257,13024,2839
18:52:46:661,821,504,494,2838,19906,13389,13169,2838
18:52:46:849,822,507,499,2841,19942,13446,13279,2841
18:52:46:975,824,423,373,2841,19984,11658,10606,2841
18:52:47:105,826,421,287,2836,20025,11618,8767,2836
18:52:47:242,828,419,301,2827,20056,11576,9066,2827
18:52:47:447,829,417,315,2838,20090,11538,9363,2838
18:52:47:572,831,416,327,2840,20126,11513,9629,2840
18:52:47:698,833,414,338,2837,20159,11481,9856,2837
18:52:47:840,834,413,347,2839,20197,11444,10052,2839
18:52:48:042,836,411,355,2838,20235,11412,10210,2838
18:52:48:168,838,410,362,2836,20268,11380,10371,2836
18:52:48:293,840,408,370,2839,20305,11348,10528,2839
18:52:48:449,841,407,377,2838,20339,11330,10687,2838
18:52:48:636,843,406,385,2840,20371,11301,10852,2840
18:52:48:760,845,404,393,2840,20409,11268,11022,2840
18:52:48:948,846,413,400,2841,20438,11452,11175,2841
18:52:49:071,848,420,407,2842,20475,11610,11332,2842
18:52:49:197,849,428,415,2838,20510,11764,11489,2838
18:52:49:337,851,435,422,2839,20540,11913,11644,2839
18:52:49:539,852,442,429,2839,20576,12067,11799,2839
18:52:49:665,854,449,437,2842,20610,12224,11956,2842
18:52:49:849,856,457,444,2840,20646,12381,12114,2840
18:52:49:975,857,464,452,2840,20680,12524,12270,2840
18:52:50:102,859,471,459,2842,20716,12684,12431,2842
18:52:50:239,860,479,466,2838,20744,12841,12582,2838
18:52:50:442,862,485,473,2837,20780,12983,12732,2837
18:52:50:567,864,492,480,2839,20818,13134,12881,2839
18:52:50:693,866,499,487,2837,20852,13276,13033,2837
18:52:50:849,867,506,494,2834,20886,13417,13177,2834
18:52:51:036,869,382,497,2841,20922,10795,13235,2841
18:52:51:163,870,484,497,2840,20945,12958,13229,2840
18:52:51:353,872,373,444,2835,20984,10596,12114,2835
18:52:51:476,874,423,327,2846,21019,11675,9612,2846
18:52:51:602,875,422,296,2833,21042,11635,8968,2833
18:52:51:740,876,420,310,2840,21073,11596,9266,2840
18:52:51:943,877,418,323,2837,21102,11565,9536,2837
18:52:52:069,879,417,334,2839,21136,11532,9766,2839
18:52:52:193,880,415,343,2836,21163,11502,9964,2836
18:52:52:348,882,414,352,2843,21194,11465,10151,2843
18:52:52:549,883,412,360,2841,21223,11433,10317,2841
18:52:52:674,885,411,368,2839,21251,11406,10488,2839
18:52:52:804,886,409,376,2835,21279,11372,10666,2835
18:52:52:939,888,408,384,2838,21313,11348,10835,2838
18:52:53:141,889,406,392,2839,21341,11314,11007,2839
18:52:53:265,890,415,400,2842,21371,11494,11169,2842
18:52:53:392,891,423,408,2835,21396,11657,11344,2835
18:52:53:546,893,430,416,2836,21429,11814,11505,2836
18:52:53:749,894,438,424,2834,21457,11976,11675,2834
18:52:53:875,896,446,431,2836,21487,12142,11843,2836
18:52:54:001,897,453,440,2837,21521,12300,12014,2837
18:52:54:138,899,461,448,2842,21547,12464,12192,2842
18:52:54:340,900,468,456,2838,21574,12623,12357,2838
18:52:54:468,901,476,463,2842,21604,12789,12514,2842
18:52:54:592,903,483,471,2839,21630,12946,12680,2839
18:52:54:746,904,491,478,2843,21661,13110,12841,2843
18:52:54:949,905,499,486,2840,21688,13266,13002,2840
18:52:55:074,907,505,493,2841,21723,13404,13151,2841
18:52:55:202,908,342,468,2839,21748,9941,12614,2839
18:52:55:340,909,425,342,2840,21773,11717,9929,2840
18:52:55:542,911,424,296,2838,21809,11681,8965,2838
18:52:55:669,912,422,310,2837,21832,11642,9258,2837
18:52:55:796,914,420,322,2842,21863,11604,9517,2842
18:52:55:949,915,418,334,2840,21884,11569,9762,2840
18:52:56:152,916,417,344,2844,21914,11530,9973,2844
18:52:56:275,917,415,353,2842,21927,11499,10173,2842
18:52:56:404,918,413,362,2838,21963,11460,10355,2838
18:52:56:544,919,412,370,2837,21984,11427,10531,2837
18:52:56:750,921,411,379,2840,22011,11403,10718,2840
18:52:56:875,922,409,387,2838,22040,11373,10903,2838
18:52:57:004,923,411,396,2835,22067,11414,11086,2835
18:52:57:141,924,420,405,2835,22087,11593,11272,2835
18:52:57:343,926,427,413,2841,22117,11758,11442,2841
18:52:57:468,927,436,421,2836,22144,11935,11617,2836
18:52:57:748,930,452,438,2841,22196,12271,11975,2841
18:52:58:041,932,468,454,2839,22245,12611,12323,2839
18:52:58:353,934,483,470,2841,22290,12943,12662,2841
18:52:58:651,937,499,486,2842,22349,13268,12994,2842
18:52:58:948,939,413,494,2840,22399,11447,13182,2840
18:52:59:087,940,504,496,2835,22419,13375,13222,2835
18:52:59:276,942,387,427,2843,22449,10912,11757,2843
18:52:59:402,943,424,317,2835,22478,11677,9399,2835
18:52:59:541,944,422,301,2841,22498,11640,9064,2841
18:52:59:682,945,420,314,2840,22520,11598,9346,2840
18:52:59:853,946,418,327,2840,22542,11565,9614,2840
18:52:59:996,947,416,338,2839,22565,11523,9858,2839
18:53:00:152,948,415,348,2836,22579,11491,10077,2836
18:53:00:294,949,413,358,2843,22609,11452,10276,2843
18:53:00:448,951,412,367,2834,22636,11425,10480,2834
18:53:00:591,952,410,377,2837,22660,11384,10674,2837
18:53:00:746,953,409,386,2836,22681,11358,10879,2836
18:53:00:885,954,412,395,2841,22702,11423,11063,2841
18:53:01:071,955,420,404,2836,22723,11600,11253,2836
18:53:01:196,956,429,413,2841,22748,11783,11443,2841
18:53:01:352,957,437,421,2838,22771,11959,11630,2838
18:53:01:491,958,445,430,2841,22789,12136,11810,2841
18:53:01:677,959,454,439,2844,22821,12313,12000,2844
18:53:01:802,960,462,447,2843,22841,12488,12175,2843
18:53:01:943,962,470,456,2838,22867,12667,12363,2838
18:53:02:085,962,479,465,2833,22879,12847,12546,2833
18:53:02:268,964,487,473,2837,22910,13018,12722,2837
18:53:02:393,964,495,481,2841,22924,13190,12904,2841
18:53:02:550,966,503,489,2838,22951,13354,13069,2838
18:53:02:691,967,508,496,2843,22981,13475,13223,2843
18:53:02:876,968,447,496,2843,22995,12180,13210,2843
18:53:03:001,969,366,498,2840,23019,10452,13258,2840
18:53:03:156,970,472,497,2838,23045,12699,13245,2838
18:53:03:285,971,381,432,2842,23060,10781,11857,2842
18:53:03:469,972,425,320,2842,23084,11699,9466,2842
18:53:03:594,973,423,298,2839,23108,11663,9010,2839
18:53:03:751,974,421,313,2840,23124,11620,9312,2840
18:53:03:888,974,419,326,2837,23139,11584,9600,2837
18:53:04:073,976,417,338,2838,23172,11541,9848,2838
18:53:04:198,977,416,349,2840,23186,11509,10081,2840
18:53:04:354,978,414,358,2835,23208,11469,10286,2835
18:53:04:494,979,412,368,2841,23229,11437,10487,2841
18:53:04:682,980,411,377,2841,23250,11407,10689,2841
18:53:04:808,981,409,387,2831,23271,11371,10897,2831
18:53:04:951,982,414,396,2843,23288,11473,11092,2843
18:53:05:090,983,422,405,2835,23311,11651,11288,2835
18:53:05:280,984,431,415,2838,23329,11837,11484,2838
18:53:05:406,985,440,424,2839,23355,12025,11685,2839
18:53:05:547,985,449,433,2837,23367,12209,11871,2837
18:53:05:686,986,457,442,2840,23388,12392,12064,2840
18:53:05:873,987,466,451,2839,23411,12577,12251,2839
18:53:06:000,988,474,459,2841,23428,12754,12431,2841
18:53:06:155,989,483,468,2839,23449,12940,12615,2839
18:53:06:295,990,491,477,2842,23472,13115,12802,2842
18:53:06:483,991,499,485,2840,23490,13284,12984,2840
18:53:06:606,992,507,493,2839,23516,13452,13160,2839
18:53:06:746,993,405,495,2842,23530,11283,13201,2842
18:53:06:888,994,505,497,2832,23555,13392,13239,2832
18:53:07:075,995,436,497,2837,23572,11944,13247,2837
18:53:07:201,996,339,498,2841,23588,9880,13260,2841
18:53:07:355,997,481,498,2843,23610,12893,13256,2843
18:53:07:481,998,417,404,2830,23625,11539,11263,2830
18:53:07:668,999,427,303,2841,23651,11755,9101,2841
18:53:07:791,999,425,300,2838,23665,11703,9047,2838
18:53:07:950,1000,423,315,2839,23683,11666,9369,2839
18:53:08:091,1001,421,329,2844,23702,11619,9661,2844
18:53:08:278,1003,419,341,2841,23730,11581,9916,2841
18:53:08:404,1003,417,352,2839,23734,11544,10146,2839
18:53:08:546,1004,416,361,2841,23762,11508,10346,2841
18:53:08:685,1005,414,371,2840,23776,11467,10551,2840
18:53:08:872,1006,412,380,2841,23798,11434,10751,2841
18:53:08:997,1006,410,390,2841,23809,11399,10964,2841
18:53:09:153,1007,418,399,2829,23833,11557,11161,2829
18:53:09:294,1008,427,409,2840,23844,11742,11362,2840
18:53:09:481,1009,436,418,2840,23866,11930,11550,2840
18:53:09:604,1010,444,427,2837,23884,12114,11752,2837
18:53:09:759,1011,453,436,2835,23904,12309,11947,2835
18:53:09:884,1012,462,446,2839,23919,12492,12145,2839
18:53:10:070,1012,471,455,2835,23934,12679,12338,2835
18:53:10:195,1013,480,464,2843,23959,12865,12531,2843
18:53:10:349,1014,488,473,2842,23974,13044,12722,2842
18:53:10:489,1015,497,481,2831,23993,13228,12902,2831
18:53:10:677,1016,505,490,2837,24011,13395,13084,2837
18:53:10:802,1017,394,493,2835,24023,11046,13151,2835
18:53:10:957,1018,502,495,2829,24045,13333,13187,2829
18:53:11:083,1018,409,496,2841,24062,11368,13225,2841
18:53:11:267,1019,508,498,2838,24082,13456,13267,2838
18:53:11:393,1020,456,498,2838,24095,12358,13253,2838
18:53:11:578,1021,377,434,2838,24116,10680,11894,2838
18:53:11:702,1022,425,322,2841,24130,11712,9510,2841
18:53:11:862,1023,423,296,2841,24153,11661,8959,2841
18:53:11:987,1023,421,311,2837,24167,11625,9286,2837
18:53:12:175,1024,419,326,2841,24182,11578,9593,2841
18:53:12:299,1025,417,338,2840,24198,11535,9862,2840
18:53:12:458,1026,415,350,2840,24219,11497,10101,2840
18:53:12:583,1026,413,360,2839,24232,11459,10312,2839
18:53:12:773,1027,412,369,2837,24250,11422,10524,2837
18:53:12:900,1028,410,379,2836,24267,11387,10734,2836
18:53:13:055,1029,408,389,2835,24280,11347,10941,2835
18:53:13:182,1030,418,399,2845,24296,11554,11143,2845
18:53:13:369,1030,426,408,2838,24313,11739,11343,2838
18:53:13:494,1031,436,418,2837,24333,11932,11548,2837
18:53:13:650,1032,445,427,2839,24342,12121,11753,2839
18:53:13:788,1033,454,437,2837,24366,12315,11953,2837
18:53:13:975,1033,462,445,2836,24379,12500,12137,2836
18:53:14:100,1034,472,455,2838,24395,12694,12344,2838
18:53:14:256,1035,480,464,2835,24407,12877,12539,2835
18:53:14:383,1036,489,473,2837,24426,13067,12732,2837
18:53:14:570,1036,498,482,2839,24442,13245,12915,2839
18:53:14:696,1037,506,491,2840,24455,13425,13101,2840
18:53:14:884,1038,509,498,2841,24478,13491,13248,2841
18:53:15:007,1039,466,497,2838,24491,12586,13235,2838
18:53:15:163,1040,401,498,2836,24512,11195,13262,2836
18:53:15:288,1040,506,500,2835,24520,13434,13298,2835
18:53:15:475,1041,428,376,2841,24539,11765,10657,2841
18:53:15:599,1042,425,288,2840,24553,11703,8782,2840
18:53:15:755,1043,422,302,2837,24572,11650,9088,2837
18:53:15:882,1043,420,317,2841,24582,11611,9409,2841
18:53:16:066,1044,419,331,2842,24601,11571,9715,2842
18:53:16:190,1045,416,344,2837,24613,11524,9982,2837
18:53:16:381,1045,414,355,2842,24627,11483,10209,2842
18:53:16:503,1046,413,365,2835,24643,11444,10431,2835
18:53:16:660,1047,411,375,2841,24656,11407,10647,2841
18:53:16:785,1047,409,385,2839,24672,11371,10858,2839
18:53:16:969,1048,415,395,2842,24685,11486,11058,2842
18:53:17:093,1049,423,404,2838,24699,11674,11258,2838
18:53:17:279,1050,432,414,2838,24720,11864,11468,2838
18:53:17:403,1050,441,423,2838,24728,12052,11663,2838
18:53:17:558,1051,450,433,2838,24743,12245,11870,2838
18:53:17:684,1052,460,442,2837,24759,12441,12067,2837
18:53:17:869,1053,469,452,2846,24781,12640,12271,2846
18:53:17:994,1053,478,461,2838,24793,12823,12470,2838
18:53:18:183,1054,487,470,2841,24805,13012,12658,2841
18:53:18:309,1054,495,479,2843,24815,13199,12864,2843
18:53:18:466,1055,504,488,2839,24836,13382,13046,2839
18:53:18:591,1056,461,495,2841,24847,12465,13191,2841
18:53:18:781,1057,475,494,2842,24865,12771,13181,2842
18:53:18:903,1057,381,498,2837,24877,10781,13256,2837
18:53:19:059,1058,503,499,2833,24895,13361,13275,2833
18:53:19:183,1058,450,498,2842,24903,12241,13254,2842
